instruction,action
"""Approaching the traffic circle, stay in the right lane and take the second exit towards downtown. Look out for the yellow building with the clock tower on your right as you make your turn.""",['Take Exit']
"""Approaching the roundabout, yield to vehicles in the circle and take the second exit to continue on Main Street. Watch out for pedestrians crossing at the crosswalk.""",['Take Exit']
"""Approaching the traffic circle, yield to oncoming traffic, then take the third exit towards the city center. Look out for the large fountain in the middle of the roundabout as a visual cue.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic and take the second exit. You'll see the post office on your right after you exit, continue straight ahead.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic and take the second exit to continue on the main road past the park on your right.""",['Take Exit']
"""Approaching the traffic circle, yield to vehicles already inside, then take the second exit to continue on Main Street.""",['Take Exit']
"""Approaching the traffic circle, take the second exit and continue straight ahead, following the signs for the beach. Look out for pedestrians crossing on the crosswalk at the roundabout's entrance.""","['Take Exit', 'Go Straight', 'Slow Down']"
"""Take the upcoming roundabout and exit at the second turn, heading towards the beach. Look out for the lighthouse on your right as a point of reference.""",['Take Exit']
"""Approaching the roundabout, yield to traffic already inside, then take the second exit towards downtown. Look for the clock tower on your right as a landmark to confirm you're on the correct path.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic and take the second exit. After exiting, navigate through the residential neighborhood until you reach the intersection with a flashing yellow light, then proceed with caution.""",['Take Exit']
"""Take the upcoming left turn after the traffic light, then navigate through the roundabout and take the second exit leading to the industrial park. Watch out for pedestrians crossing at the zebra crossing just before entering the roundabout.""","['Turn Left', 'Take Exit', 'Slow Down']"
"""Approaching the traffic circle, yield to vehicles already inside and take the second exit to continue on Main Street. Look out for the tall clock tower on your right as a landmark.""",['Take Exit']
"""Proceed through the roundabout and take the second exit onto Main Street. Look for the tall clock tower on your right, and then make a left turn at the traffic light just past it.""","['Turn Left', 'Take Exit']"
"""Approaching the traffic circle, yield to any vehicles already inside, then take the second exit towards Main Street. Look out for the large clock tower on your right as you navigate the roundabout.""",['Take Exit']
"""Take the upcoming roundabout, and after the second exit, continue straight ahead. You will pass the park on your right before reaching the next traffic light.""","['Take Exit', 'Go Straight']"
"""Proceed straight through the roundabout and take the second exit onto Main Street. You'll see the park on your right, continue along the tree-lined road until you reach the traffic lights. Turn left onto Oak Avenue and drive for 2 miles, then look for the blue mailbox on the right as a landmark to turn right onto Maple Street.""","['Turn Left', 'Turn Right', 'Take Exit', 'Go Straight']"
"""Approaching the roundabout, yield to oncoming traffic and take the second exit to continue on the main road. Look out for the green street sign indicating the exit.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic and take the second exit towards the residential area. Look out for pedestrians and cyclists on the shared path ahead.""",['Take Exit']
"""Approaching the roundabout, take the second exit and continue straight on Main Street. Look out for the tall clock tower on your right; that's where you'll need to make a left turn.""",['Take Exit']
"""Approaching the roundabout, take the second exit and continue straight on Main Street. Keep an eye out for the park on your left as a point of reference for upcoming turns.""",['Take Exit']
"""Approaching the upcoming roundabout, stay in the right lane and take the second exit. Look out for the statue of the town founder on your right as you exit the roundabout.""",['Take Exit']
