instruction,action
"""Enter the leftmost lane for the left turn.""",['Left']
"""Signal left and change lanes.""",['Left']
"""Shift to the left lane to avoid the upcoming roadwork.""",['Left']
"""Use the left lane to pass the slower vehicle.""",['Left']
"""Drive left under the overhead bridge.""",['Left']
"""Head left at the yellow yield sign.""",['Left']
"""Go left at the fork by the river.""",['Left']
"""Proceed left at the T-intersection.""",['Left']
"""Navigate the left turn onto the left-marked street.""",['Left']
"""Use the left lane for the left-hand turn.""",['Left']
"""Follow the detour sign directing left.""",['Left']
"""Keep left to avoid the upcoming exit ramp.""",['Left']
"""Navigate the left-hand turn onto the residential street.""",['Left']
"""Choose the left lane on the overpass.""",['Left']
"""Enter the left lane at the left-turn yield sign.""",['Left']
"""Enter the left lane to make a left turn at the next block.""",['Left']
"""Cross the bridge and turn left at the light.""",['Left']
"""Be aware of the left turn only sign.""",['Left']
"""Veer left to avoid the construction.""",['Left']
"""Take the left turn onto the gravel road.""",['Left']
"""Drive parallel to the left-bound traffic to reach the parking lot.""",['Left']
"""Merge left to pass the slow vehicle.""",['Left']
"""Keep to the left side for the left turn.""",['Left']
"""Drive left around the roundabout.""",['Left']
"""Prepare to move left at the upcoming crossroads.""",['Left']
"""Shift left to maintain your position on the road.""",['Left']
"""Proceed straight and turn left at the next corner.""",['Left']
"""Turn left after the yellow house.""",['Left']
"""Swerve left to avoid the pothole.""",['Left']
"""Take a left onto the street with the park on the left side.""",['Left']
"""Choose the leftmost lane on the bridge.""",['Left']
"""Go left at the upcoming crosswalk.""",['Left']
"""Swing left onto the side street.""",['Left']
"""Navigate the roundabout and exit to the left.""",['Left']
"""Stay in the left lane to exit the highway.""",['Left']
"""Cross the leftmost railroad crossing.""",['Left']
"""Pass the left-turn only lane.""",['Left']
"""Merge into the left lane when it's safe to do so.""",['Left']
"""Curve left alongside the riverbank.""",['Left']
"""Use the left lane to turn left at the light.""",['Left']
"""Follow the left-pointing arrow sign.""",['Left']
"""Turn left and follow the road parallel to the highway.""",['Left']
"""Stay left to continue on the highway.""",['Left']
"""Turn left just after the yellow house.""",['Left']
"""Curve left onto the mountain road.""",['Left']
"""Go left at the next set of traffic lights.""",['Left']
"""Proceed left at the fork in the road.""",['Left']
"""Turn left at the T-junction.""",['Left']
"""Observe the traffic on your left for an opening.""",['Left']
"""Turn left onto the cobblestone street.""",['Left']
"""Turn left onto the narrow alleyway.""",['Left']
"""Turn left where the road bends.""",['Left']
"""Drive along the left side of the road until the next left turn.""",['Left']
"""Go towards the left side of the toll plaza.""",['Left']
"""Follow the road as it doglegs left.""",['Left']
"""Merge left before the road splits.""",['Left']
"""Take the left fork towards the industrial area.""",['Left']
"""Pass the left turn only lane.""",['Left']
"""Swerve left to avoid the pothole.""",['Left']
"""Merge into the left lane before the bridge.""",['Left']
"""Take a left at the fork with the big tree.""",['Left']
"""Go left at the stop sign.""",['Left']
"""Stay on the left side of the road for the left merge.""",['Left']
"""Drive past the church on your left and turn left.""",['Left']
"""Slow down for the left curve ahead.""",['Left']
"""Turn left onto the gravel road.""",['Left']
"""Follow the left curve towards the parking garage.""",['Left']
"""Enter left into the parking garage.""",['Left']
"""Head left towards the traffic circle.""",['Left']
"""Keep left where the road divides.""",['Left']
"""Keep left to avoid the road closure.""",['Left']
"""Proceed left at the green arrow signal.""",['Left']
"""Turn left after the pedestrian crosswalk.""",['Left']
"""Stop and yield to traffic on the left side.""",['Left']
"""Turn left at the stop sign.""",['Left']
"""Use the leftmost lane to navigate the left turn.""",['Left']
"""Signal left and wait for oncoming traffic to pass.""",['Left']
"""Navigate the left turn with precision.""",['Left']
"""Keep left to pass the gas station.""",['Left']
"""Turn left after the bus stop.""",['Left']
"""Swing left at the hairpin turn.""",['Left']
"""Navigate left at the traffic roundabout.""",['Left']
"""Take the left fork in the road.""",['Left']
"""Indicate left before changing lanes.""",['Left']
"""Follow the leftward curve of the road.""",['Left']
"""Keep an eye out for pedestrians on the left.""",['Left']
"""Turn left at the corner with the fruit stand.""",['Left']
"""Stay in the left lane for the left merge.""",['Left']
"""Take the left exit onto the freeway.""",['Left']
"""Turn left at the left-turn yield sign.""",['Left']
"""Merge left to bypass the construction.""",['Left']
"""Enter the parking garage and stay left.""",['Left']
"""Turn left at the fork near the market.""",['Left']
"""Continue left onto the highway.""",['Left']
"""Turn left towards the mountain pass.""",['Left']
"""Slide into the left lane for easier access to the left exit.""",['Left']
"""Proceed left after the railway crossing.""",['Left']
"""Give a friendly wave to the driver on your left.""",['Left']
"""Drive parallel to the left-bound traffic.""",['Left']
"""Go left at the intersection near the library.""",['Left']
"""Continue straight until the road forks left.""",['Left']
"""Turn left onto the side road.""",['Left']
"""Proceed left at the next major intersection.""",['Left']
"""Proceed straight until you reach the left turn lane.""",['Left']
"""Head left at the Y-intersection.""",['Left']
"""Proceed left at the intersection near the church.""",['Left']
"""Proceed left after the traffic circle.""",['Left']
"""Proceed to the next left-hand turn.""",['Left']
"""Keep to the left side to avoid the pothole.""",['Left']
"""Pass the gas station on the left before turning left.""",['Left']
"""Exit left at the next available opportunity.""",['Left']
"""Follow the curve left around the park.""",['Left']
"""Turn left at the intersection with the yield sign.""",['Left']
"""Curve left at the sharp bend marked with a left arrow.""",['Left']
"""Shift to a lower gear before making a left turn uphill.""",['Left']
"""Use the leftmost lane for the left turn.""",['Left']
"""Turn left at the corner with the flower shop.""",['Left']
"""Merge left after the pedestrian crossing.""",['Left']
"""Pass the left turn traffic signal.""",['Left']
"""Follow the detour to the left.""",['Left']
"""Head left where the road diverges.""",['Left']
"""Make a left U-turn at the upcoming intersection.""",['Left']
"""Enter the leftmost turn lane when ready.""",['Left']
"""Move into the left lane when it is safe to do so.""",['Left']
"""Pass left of the roundabout to exit.""",['Left']
"""Turn left at the T-intersection.""",['Left']
"""Be mindful of the left blind spot as you approach the turn.""",['Left']
"""Proceed left at the set of lights.""",['Left']
"""Follow the road as it bends to the left.""",['Left']
"""Go left at the split in the road.""",['Left']
"""Stick to the left for the upcoming exit.""",['Left']
"""Merge left to avoid the construction.""",['Left']
"""Head left at the next major intersection.""",['Left']
"""Enter the left lane at the upcoming cloverleaf interchange.""",['Left']
"""Follow the road as it hooks left.""",['Left']
"""Travel left at the fork in the road.""",['Left']
"""Shift left to accommodate the vehicle merging from the right.""",['Left']
"""Keep left on the one-way street.""",['Left']
"""Veer left at the left-hand turn sign.""",['Left']
"""Enter the left lane for the upcoming turn.""",['Left']
"""Circle left around the block.""",['Left']
"""Be aware of any road markings indicating a left turn.""",['Left']
"""Turn left at the next traffic light.""",['Left']
"""Merge left onto the freeway.""",['Left']
"""Merge left into the left-bound lane.""",['Left']
"""Shift your focus to the left side of the road.""",['Left']
"""Exit left at the interchange.""",['Left']
"""Take a left onto the side street.""",['Left']
"""Move left to make way for the emergency vehicle.""",['Left']
"""Turn left at the upcoming intersection.""",['Left']
"""Turn left at the alley between the buildings.""",['Left']
"""Maintain a steady speed while executing the left turn.""",['Left']
"""Proceed left at the left-arrow-marked junction.""",['Left']
"""Go left at the dead-end street.""",['Left']
"""Proceed left towards the park entrance.""",['Left']
"""Keep left to access the carpool lane.""",['Left']
"""Keep left to bypass the merging traffic.""",['Left']
"""Use the leftmost lane to turn onto the boulevard.""",['Left']
"""Follow the curving road to the left.""",['Left']
"""Continue left around the square.""",['Left']
"""Turn left where the road kinks.""",['Left']
"""Merge left after the toll booth.""",['Left']
"""Follow the arrows to turn left.""",['Left']
"""Prepare to make a left U-turn at the traffic light.""",['Left']
"""Merge left to avoid the parked cars.""",['Left']
"""Head left towards the mountain range.""",['Left']
"""Go left when you see the left arrow.""",['Left']
"""Head left at the upcoming junction.""",['Left']
"""Continue straight until you reach the left turn.""",['Left']
"""Turn left at the left-turn-only intersection.""",['Left']
"""Slow down for the left turn ahead.""",['Left']
"""Merge left after the construction zone.""",['Left']
"""Take a left at the roundabout intersection.""",['Left']
"""Pass left of the speed bump before turning left.""",['Left']
"""Keep to the left to avoid the obstacle.""",['Left']
"""Cross the bridge and turn left at the traffic light.""",['Left']
"""Watch for pedestrians on the left side.""",['Left']
"""Keep left to enter the parking lot.""",['Left']
"""Turn left at the upcoming crosswalk.""",['Left']
"""Veer left towards the riverfront.""",['Left']
"""Approach the intersection and turn left.""",['Left']
"""Squeeze left between the vehicles.""",['Left']
"""Navigate the leftward turn with caution.""",['Left']
"""Keep to the left side to reach the hotel.""",['Left']
"""Travel towards the left side of the street.""",['Left']
"""Take a left at the road sign indicating a left turn.""",['Left']
"""Pass left of the stop sign before turning left.""",['Left']
"""Head left toward the city center.""",['Left']
"""Swing left at the upcoming roundabout.""",['Left']
"""Exit left onto the local street.""",['Left']
"""Proceed left at the upcoming crosswalk.""",['Left']
"""Turn left at""",['Left']
"""Remember to check for any pedestrians on the left sidewalk.""",['Left']
"""Proceed left onto the service road.""",['Left']
"""Go left at the roundabout exit.""",['Left']
"""Keep an eye out for the left turn signal.""",['Left']
"""Angle left at the upcoming turn.""",['Left']
"""At the crossroads, go left.""",['Left']
"""Curve left onto the residential street.""",['Left']
"""Curve left to parallel the river.""",['Left']
"""Continue on the road curving to the left.""",['Left']
"""Signal left and begin your maneuver.""",['Left']
"""Turn left at the fork marked by the sign.""",['Left']
"""Stay left to access the left turn lane.""",['Left']
"""Stay to the left side of the road for the exit.""",['Left']
"""Turn left at the intersection with the left-bound traffic.""",['Left']
