instruction,action
"""Curve towards the dusk direction.""",['Left']
"""Make a turn towards the leftmost lane at the junction.""",['Left']
"""Head towards the larboard side.""",['Left']
"""Navigate towards the northwest direction.""",['Left']
"""Proceed towards the left edge of the roadway.""",['Left']
"""Take a turn towards the northern side at the T-junction.""",['Left']
"""Shift over to the northern lane.""",['Left']
"""Follow the leftward lane to continue on the main road.""",['Left']
"""Go in the direction facing the driver's side.""",['Left']
"""Steer towards the left boundary of the road.""",['Left']
"""Guide the car on the side aligning with the sunset.""",['Left']
"""Guide the car along the path that borders the left.""",['Left']
"""Veer towards the sunset direction.""",['Left']
"""Drive in the anti-clockwise direction at the upcoming turn.""",['Left']
"""Veer towards the larboard route.""",['Left']
"""Navigate in the northwest direction.""",['Left']
"""Bear to the left-hand side of the street.""",['Left']
"""Shift towards the side opposite of the right-hand lane.""",['Left']
"""Drive towards the left edge of the road.""",['Left']
"""Guide the vehicle towards the left curb.""",['Left']
"""Continue along the leftward path.""",['Left']
"""Continue on the larboard lane.""",['Left']
"""Drive towards the side where the sun sets in the evening.""",['Left']
"""Navigate towards the northwest lane at the upcoming turn.""",['Left']
"""Shift towards the offside.""",['Left']
"""Shift towards the larboard.""",['Left']
"""Travel in the direction of the north.""",['Left']
"""Navigate to the sinistral side at the roundabout.""",['Left']
"""Continue on the left-hand side of the roadway.""",['Left']
"""Veer towards the larboard side at the next intersection.""",['Left']
"""Drive towards the side where daylight wanes.""",['Left']
"""Head towards the westward lane at the next traffic light.""",['Left']
"""Go towards the left corner.""",['Left']
"""Follow the road curving to the left.""",['Left']
"""Shift towards the port side and continue driving.""",['Left']
"""Keep to the leftward side of the highway.""",['Left']
"""Bear in the left-hand direction.""",['Left']
"""Head leftward at the T-junction.""",['Left']
"""Travel in the left-hand lane.""",['Left']
"""Head towards the westbound lane.""",['Left']
"""Continue on the larboard track.""",['Left']
"""Head in the direction where the sun descends.""",['Left']
"""Take the leftward turn at the next traffic light.""",['Left']
"""Drive in the direction away from the right-hand side of the road.""",['Left']
"""Take a left-hand turn at the upcoming junction.""",['Left']
"""Direct your course towards the side facing the port cardinal point.""",['Left']
"""Go in the direction facing the leftmost lane.""",['Left']
"""Proceed in the left lane on the highway.""",['Left']
"""Turn in the direction that is not right at the next traffic light.""",['Left']
"""Drive in the direction of the setting sun.""",['Left']
"""Move in the direction of the northern point.""",['Left']
"""Proceed towards the left-hand path.""",['Left']
"""Continue on the left-hand side of the road.""",['Left']
"""Veer towards the westbound direction.""",['Left']
"""Direct your vehicle towards the western sky.""",['Left']
"""Follow the counterclockwise path as you turn left.""",['Left']
"""Move in the direction away from the starboard side.""",['Left']
"""Continue on the western track.""",['Left']
"""Drive in the counterclockwise direction.""",['Left']
"""Transition towards the left side of the road.""",['Left']
"""Swing towards the left edge.""",['Left']
"""Head in the direction of the port.""",['Left']
"""Keep to the leftward lane of the highway.""",['Left']
"""Drive along the edge of the road that faces the north.""",['Left']
"""Head towards the side where the sun sets in the evening.""",['Left']
"""Bear in the southerly direction.""",['Left']
"""Drive towards the sinister.""",['Left']
"""Swing towards the leeward side.""",['Left']
"""Head towards the northern side of the street.""",['Left']
"""Choose the leftward direction at the next fork in the road.""",['Left']
"""Direct your vehicle to the westbound side.""",['Left']
"""Make a turn towards the western position.""",['Left']
"""Follow the road as it bends towards the left.""",['Left']
"""Steer in the leftmost lane.""",['Left']
"""Drive towards the sinistral side of the road.""",['Left']
"""Proceed on the leftmost side of the street.""",['Left']
"""Turn in the leftward direction at the upcoming bend.""",['Left']
"""Take the anti-clockwise path at the upcoming intersection.""",['Left']
"""Curve in the westerly direction at the next junction.""",['Left']
"""Head in the westmost lane.""",['Left']
"""Transition towards the northern side of the street.""",['Left']
"""Shift towards the portside of the road.""",['Left']
"""Turn in the direction of the dusk.""",['Left']
"""Proceed in the direction indicated by the setting sun.""",['Left']
"""Drive towards the leftmost path.""",['Left']
"""Position yourself towards the northernmost side.""",['Left']
"""Proceed in the widdershins direction.""",['Left']
"""Steer your vehicle in the direction opposite to the right.""",['Left']
"""Move in the direction away from the right side of the road.""",['Left']
"""Curve in the leeward direction.""",['Left']
"""Stay on the path leading to the disappearing sun.""",['Left']
"""Travel along the pathway opposing the right.""",['Left']
"""Choose the road leading to the sunset.""",['Left']
"""Steer in the direction of the setting sun.""",['Left']
"""Drive in the direction away from the right side.""",['Left']
"""Bear towards the portside direction at the next intersection.""",['Left']
"""Steer to the nearmost edge.""",['Left']
"""Make a leftward turn at the upcoming corner.""",['Left']
"""Turn towards the port side of the road.""",['Left']
"""Curve towards the westward direction.""",['Left']
"""Navigate towards the leftward side.""",['Left']
"""Shift to the westernmost side.""",['Left']
"""Approach the leftmost turn.""",['Left']
"""Travel towards the northwestern part of the city.""",['Left']
"""Turn towards the left-hand side.""",['Left']
"""Make your way towards the westward lane.""",['Left']
"""Shift towards the port side of the road.""",['Left']
"""Veer left at the upcoming intersection.""",['Left']
"""Turn towards the northern side at the upcoming junction.""",['Left']
"""Make a sharp turn towards the left-hand side of the road.""",['Left']
"""Veer towards the western sector.""",['Left']
"""Head towards the leftmost edge of the road at the next turn.""",['Left']
"""Take the leftward route at the upcoming traffic light.""",['Left']
"""Veer to the occidental side.""",['Left']
"""Drive on the northern side of the roadway.""",['Left']
"""Drive in the direction opposite to the right-hand side.""",['Left']
"""Steer towards the path that goes in the opposite direction of right.""",['Left']
"""Navigate towards the left flank.""",['Left']
"""Proceed in the direction of the western side.""",['Left']
"""Proceed on the side aligning with the west.""",['Left']
"""Turn your vehicle in the direction away from the right.""",['Left']
"""Move along the path bordering the left.""",['Left']
"""Direct your vehicle to the widdershins side.""",['Left']
"""Head towards the leftward lane of the road.""",['Left']
"""Head towards the dusk direction at the next junction.""",['Left']
"""Take a turn towards the left boundary of the road.""",['Left']
"""Navigate towards the anti-starboard lane.""",['Left']
"""Head towards the port side.""",['Left']
"""Swing towards the nearside curb.""",['Left']
"""Shift towards the left flank.""",['Left']
"""Veer towards the western boundary.""",['Left']
"""Shift towards the westerly path.""",['Left']
"""Shift towards the westward side of the road at the next junction.""",['Left']
"""Take a leftward turn at the next corner.""",['Left']
"""Move towards the left-hand lane as you approach the turn.""",['Left']
"""Turn left at the upcoming crossroad.""",['Left']
"""Follow the curve to the port side.""",['Left']
"""Shift leftward to enter the left-turning lane.""",['Left']
"""Take a leftward turn at the port-side exit.""",['Left']
"""Make a portside turn.""",['Left']
"""Proceed in the sinistral lane.""",['Left']
"""Drive along the edge bordering the north.""",['Left']
"""Head towards the port direction at the next junction.""",['Left']
"""Drive in the direction facing the west.""",['Left']
"""Go in the direction opposite to the right.""",['Left']
"""Continue driving on the left side of the road.""",['Left']
"""Take a turn towards the west side of the street.""",['Left']
"""Drive towards the western side of town.""",['Left']
"""Head towards the sunset direction at the next junction.""",['Left']
"""Shift towards the leeward side.""",['Left']
"""Take the leftmost path at the next intersection.""",['Left']
"""Move towards the northernmost point on the street.""",['Left']
"""Curve in the southerly direction.""",['Left']
"""Steer towards the left-hand lane.""",['Left']
"""Move in the leeward direction.""",['Left']
"""Navigate towards the westerly path.""",['Left']
"""Stay on the path leading to the left.""",['Left']
"""Steer towards the sunset side at the intersection.""",['Left']
"""Veer towards the west.""",['Left']
"""Navigate in the direction away from the right.""",['Left']
"""Veer in the direction of the evening sky.""",['Left']
"""Go in the direction where the evening approaches.""",['Left']
"""Move in the direction of the counterclockwise turn.""",['Left']
"""Proceed in the counterclockwise direction.""",['Left']
"""Head in the sinister direction.""",['Left']
"""Proceed in the counterclockwise direction at the upcoming junction.""",['Left']
"""Veil towards the west side at the crossroads.""",['Left']
